bin_id,marker_lineage,ml_uid,completeness,contamination,strain_het,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
CarAnox_mtb2-522,k__Bacteria,(UID2565),89.43,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.73,11.0,0.553761736942,
CarAnox_mtb2-492,p__Proteobacteria,(UID3880),89.42,0.0,0.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__;s__,Placement,taxonomic classification fully defined by topology,,73.49,11.0,0.8853660351029999,
CarAnox_mtb2-289,c__Deltaproteobacteria,(UID3216),89.41,4.26,7.14,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA3505;f__UBA3505;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,89.9,11.0,0.791693317057,
CarAnox_mtb2-361,c__Deltaproteobacteria,(UID3217),89.4,1.79,25.0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__,,,,,,GCF_000341395.1,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__Desulfocapsa sulfexigens,77.39,0.16,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__,Placement,taxonomic novelty determined using RED,,93.02,11.0,0.926458096766,
CarAnox_mtb2-712,k__Bacteria,(UID2565),89.36,1.61,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,83.89,11.0,0.513238493774,
CarAnox_mtb2-1636,c__Deltaproteobacteria,(UID3216),89.35,1.94,100.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__4572-123;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,89.84,11.0,0.7648794823430001,
CarAnox_mtb2-1367,k__Bacteria,(UID1453),89.32,3.42,0.0,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__XYC2-FULL-46-14;g__;s__,,,,,,,,,,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.24,11.0,0.792579223882,
CarAnox_mtb2-853,k__Archaea,(UID2),89.25,2.8,50.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,82.71,11.0,0.6260614583899999,
CarAnox_mtb2-820,c__Deltaproteobacteria,(UID3216),89.24,1.94,0.0,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.92,11.0,0.775522190039,
CarAnox_mtb2-811,k__Bacteria,(UID3187),89.19,0.84,0.0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__,,,,,,GCA_002862545.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__GCA-2862545;s__GCA-2862545 sp002862545,75.56,0.05,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,Placement,taxonomic novelty determined using RED,,68.95,11.0,0.753624724175,
CarAnox_mtb2-972,k__Bacteria,(UID1452),89.18,0.99,100.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__,Placement,taxonomic novelty determined using RED,,81.05,11.0,0.829825653777,
CarAnox_mtb2-349,c__Deltaproteobacteria,(UID3216),89.12,1.51,0.0,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.69,11.0,0.571631698875,
CarAnox_mtb2-516,k__Bacteria,(UID1452),89.11,2.97,33.33,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__,Placement,taxonomic novelty determined using RED,,79.29,11.0,0.8212871141979999,
CarAnox_mtb2-611,k__Bacteria,(UID1452),89.09,2.73,75.0,d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__,,,,,,,,,,d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__,Placement,taxonomic novelty determined using RED,,87.16,11.0,0.83777815009,
CarAnox_mtb2-375,k__Archaea,(UID2),89.02,1.87,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__;s__,Placement,taxonomic novelty determined using RED,,82.75,11.0,0.6935561288969999,
CarAnox_mtb2-781,k__Bacteria,(UID3187),89.01,2.56,0.0,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__,,,,,,GCA_002726085.1,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002726085,81.67,0.61,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__,Placement,taxonomic classification fully defined by topology,"GCA_002712885.1, s__UBA8438 sp002712885, 95.0, 77.69, 0.33; GCA_002346545.1, s__UBA8438 sp002346545, 95.0, 77.52, 0.29; GCA_003533545.1, s__UBA8438 sp003533545, 95.0, 76.76, 0.19; GCA_002347025.1, s__UBA8438 sp002347025, 95.0, 75.99, 0.05",85.54,11.0,0.943533636169,
CarAnox_mtb2-78,k__Bacteria,(UID2495),89.01,2.2,33.33,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,89.5,11.0,0.64652399765,
CarAnox_mtb2-782,o__Sphingomonadales,(UID3310),88.99,0.8,33.33,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A flavus,GCF_002237615.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A flavus,97.73,0.91,GCF_002237615.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A flavus,97.73,0.91,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_001235865.1, s__Erythrobacter_A citreus, 95.0, 85.2, 0.8; GCF_001542855.1, s__Erythrobacter_A sp001542855, 95.0, 83.07, 0.76; GCA_002723655.1, s__Erythrobacter_A sp002723655, 95.0, 81.93, 0.62; GCF_002895025.1, s__Erythrobacter_A sp002895025, 95.0, 81.3, 0.64; GCF_000181515.1, s__Erythrobacter_A sp000181515, 95.0, 81.21, 0.58; GCF_000756795.1, s__Erythrobacter_A vulgaris, 95.0, 80.55, 0.55; GCF_001635685.1, s__Erythrobacter_A sp001635685, 95.0, 80.3, 0.51; GCF_002795865.1, s__Erythrobacter_A seohaensis, 95.0, 80.12, 0.53; GCF_900115585.1, s__Erythrobacter_A nanhaisediminis, 95.0, 80.12, 0.56; GCF_001678665.1, s__Erythrobacter_A sp001678665, 95.0, 79.95, 0.55; GCA_003248395.1, s__Erythrobacter_A sp003248395, 95.0, 79.89, 0.47; GCA_002695185.1, s__Erythrobacter_A sp002695185, 95.0, 79.52, 0.4",87.86,11.0,,
CarAnox_mtb2-1543,k__Bacteria,(UID2565),88.92,1.7,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__,Placement,taxonomic classification fully defined by topology,,85.28,11.0,0.78249502273,
CarAnox_mtb2-650,c__Deltaproteobacteria,(UID3217),88.89,1.55,25.0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__,Placement,taxonomic classification fully defined by topology,,84.37,11.0,0.824275256795,
CarAnox_mtb2-310,k__Bacteria,(UID1453),88.89,4.27,0.0,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,,,,,,,,,,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,Placement,taxonomic novelty determined using RED,,85.81,11.0,0.7964676652570001,
CarAnox_mtb2-719,k__Archaea,(UID2),88.79,0.93,0.0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,82.9,11.0,0.5713349418639999,
CarAnox_mtb2-1271,k__Archaea,(UID2),88.79,1.87,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,84.6,11.0,0.616277624411,
CarAnox_mtb2-1130,k__Archaea,(UID2),88.79,1.87,0.0,d__Archaea;p__UAP2;c__UBA543;o__;f__;g__;s__,,,,,,,,,,d__Archaea;;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,80.62,11.0,0.260212632038,
CarAnox_mtb2-929,c__Deltaproteobacteria,(UID3216),88.75,5.0,0.0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA796;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.43,11.0,0.575106579831,
CarAnox_mtb2-479,k__Bacteria,(UID2565),88.71,1.61,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA6215;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.09,11.0,0.60788572662,
CarAnox_mtb2-1433,k__Bacteria,(UID3187),88.66,3.42,0.0,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__,Placement,taxonomic novelty determined using RED,,92.76,11.0,0.7885687270999999,
CarAnox_mtb2-658,k__Bacteria,(UID2565),88.66,3.62,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,,,,,,GCA_003153915.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__FEN-1349;s__FEN-1349 sp003153915,75.71,0.07,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,Placement,taxonomic novelty determined using RED,,81.85,11.0,0.834574385424,
CarAnox_mtb2-62,k__Bacteria,(UID2565),88.65,1.08,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Placement,taxonomic classification fully defined by topology,,77.02,11.0,0.765236148502,
CarAnox_mtb2-785,k__Archaea,(UID2),88.55,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__;s__,Placement,taxonomic novelty determined using RED,,84.35,11.0,0.700497983255,
CarAnox_mtb2-1429,p__Euryarchaeota,(UID3),88.53,4.8,0.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,91.51,11.0,0.379288352763,
CarAnox_mtb2-645,p__Cyanobacteria,(UID2143),88.5,0.45,66.67,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__,,,,,,GCF_000063525.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,91.4,0.98,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__RCC307;s__,Placement,taxonomic classification fully defined by topology,"GCA_002470305.1, s__RCC307 sp002470305, 95.0, 79.98, 0.55; GCA_002168155.1, s__RCC307 sp002168155, 95.0, 79.38, 0.55",86.67,11.0,0.982854054673,
CarAnox_mtb2-406,k__Bacteria,(UID2565),88.41,4.55,0.0,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,78.21,11.0,0.45243261015,
CarAnox_mtb2-1188,c__Deltaproteobacteria,(UID3216),88.39,4.73,18.18,d__Bacteria;p__Myxococcota;c__Bradimonadia;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__Bradimonadia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,92.62,11.0,0.532634665393,
CarAnox_mtb2-815,k__Bacteria,(UID2565),88.29,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Placement,taxonomic classification fully defined by topology,,79.72,11.0,0.7360942133949999,
CarAnox_mtb2-1647,p__Euryarchaeota,(UID3),88.18,1.2,33.33,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,81.83,11.0,0.365372168649,
CarAnox_mtb2-923,k__Bacteria,(UID2565),88.17,1.68,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,78.95,11.0,0.513365377132,
CarAnox_mtb2-1499,k__Bacteria,(UID2565),88.17,2.15,0.0,d__Bacteria;p__GCA-001730085;c__;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.63,11.0,0.34307959756399997,
CarAnox_mtb2-1301,c__Deltaproteobacteria,(UID3216),88.08,2.58,0.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,89.76,11.0,0.523334475792,
CarAnox_mtb2-718,k__Archaea,(UID2),88.01,3.74,60.0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__;s__,,,,,,,,,,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,83.22,11.0,0.808341066382,
CarAnox_mtb2-164,c__Gammaproteobacteria,(UID4444),88.0,2.1,50.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri,GCF_002197985.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri,96.89,0.89,GCF_002197985.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri,96.89,0.89,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002903165.1, s__Pseudomonas_D oceani, 95.0, 87.32, 0.81; GCF_002307495.1, s__Pseudomonas_D abyssi, 95.0, 84.57, 0.72; GCF_900114765.1, s__Pseudomonas_D pachastrellae, 95.0, 83.91, 0.72; GCA_002296055.1, s__Pseudomonas_D sp002296055, 95.0, 82.69, 0.59; GCF_900105255.1, s__Pseudomonas_D sabulinigri, 95.0, 80.43, 0.59; GCF_000939975.1, s__Pseudomonas_D saudimassiliensis, 95.0, 79.48, 0.36; GCF_002056295.1, s__Pseudomonas_D sp002056295, 95.0, 79.26, 0.45; GCF_900115905.1, s__Pseudomonas_D formosensis, 95.0, 79.22, 0.37; GCF_900114735.1, s__Pseudomonas_D bauzanensis, 95.0, 79.18, 0.36; GCF_002979975.1, s__Pseudomonas_D sp002979975, 95.0, 79.15, 0.38; GCF_900114825.1, s__Pseudomonas_D yangmingensis, 95.0, 79.05, 0.36; GCF_900105005.1, s__Pseudomonas_D litoralis, 95.0, 78.8, 0.32; GCA_002683975.1, s__Pseudomonas_D sp002683975, 95.0, 78.73, 0.39; GCF_900104945.1, s__Pseudomonas_D xinjiangensis, 95.0, 78.44, 0.3; GCA_002840055.1, s__Pseudomonas_D sp002840055, 95.0, 78.38, 0.27; GCF_900105655.1, s__Pseudomonas_D salegens, 95.0, 78.22, 0.3; GCF_000410875.1, s__Pseudomonas_D pelagia, 95.0, 77.98, 0.35",66.69,11.0,,
CarAnox_mtb2-908,k__Bacteria,(UID2495),87.91,0.0,0.0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.54,11.0,0.6739252125399999,
CarAnox_mtb2-485,c__Deltaproteobacteria,(UID3216),87.9,3.43,11.11,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA796;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,76.27,11.0,0.586058751021,
CarAnox_mtb2-115,k__Bacteria,(UID2565),87.9,1.15,0.0,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Placement,taxonomic classification fully defined by topology,,72.52,11.0,0.784587073335,
CarAnox_mtb2-740,k__Archaea,(UID2),87.85,0.0,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__CG08-08-20-14;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,83.88,11.0,0.63146473596,
CarAnox_mtb2-941,c__Deltaproteobacteria,(UID3216),87.74,2.9,0.0,d__Bacteria;p__UBA10199;c__UBA10199;o__2-02-FULL-44-16;f__;g__;s__,,,,,,,,,,d__Bacteria;p__UBA10199;c__UBA10199;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,96.85,11.0,0.640663065581,
CarAnox_mtb2-596,c__Deltaproteobacteria,(UID3216),87.61,4.11,0.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,Placement,taxonomic classification fully defined by topology,,91.73,11.0,0.797427652199,
CarAnox_mtb2-721,p__Euryarchaeota,(UID3),87.6,3.2,0.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,92.49,11.0,0.38074977373999996,
CarAnox_mtb2-1113,c__Deltaproteobacteria,(UID3216),87.4,1.94,0.0,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.37,11.0,0.573259262581,
CarAnox_mtb2-20,k__Archaea,(UID2),87.38,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__GW2011-AR15;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.24,11.0,0.829981591402,
CarAnox_mtb2-754,c__Deltaproteobacteria,(UID3216),87.28,4.57,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__HGW-15;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.48,11.0,0.7287507607889999,
CarAnox_mtb2-379,k__Bacteria,(UID2565),87.28,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Placement,taxonomic classification fully defined by topology,,78.13,11.0,0.734923043249,
CarAnox_mtb2-672,k__Archaea,(UID2),87.19,0.0,0.0,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp001541925,GCF_001541925.1,95.0,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp001541925,96.93,0.98,GCF_001541925.1,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp001541925,96.93,0.98,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002690535.1, s__Nitrosopumilus sp002690535, 95.0, 90.26, 0.7; GCF_002156965.1, s__Nitrosopumilus catalina, 95.0, 89.95, 0.96; GCA_002737455.1, s__Nitrosopumilus sp002737455, 95.0, 84.68, 0.85; GCA_001437625.1, s__Nitrosopumilus sp001437625, 95.0, 84.42, 0.73; GCA_001543015.1, s__Nitrosopumilus sp001543015, 95.0, 80.98, 0.77; GCA_002317795.1, s__Nitrosopumilus sp002317795, 95.0, 80.73, 0.75; GCA_002730325.1, s__Nitrosopumilus sp002730325, 95.0, 80.69, 0.72; GCF_000956175.1, s__Nitrosopumilus adriaticus, 95.0, 80.41, 0.76; GCA_001510275.1, s__Nitrosopumilus sp001510275, 95.0, 80.32, 0.7; GCF_000299395.1, s__Nitrosopumilus sediminis, 95.0, 80.32, 0.77; GCA_000018465.1, s__Nitrosopumilus maritimus, 95.0, 80.31, 0.73; GCA_000746765.1, s__Nitrosopumilus sp000746765, 95.0, 80.22, 0.62; GCA_000299365.1, s__Nitrosopumilus koreensis, 95.0, 80.01, 0.7; GCA_000875775.1, s__Nitrosopumilus piranensis, 95.0, 80.0, 0.74; GCA_000746785.1, s__Nitrosopumilus sp000746785, 95.0, 79.88, 0.39; GCA_002788515.1, s__Nitrosopumilus sp002788515, 95.0, 79.86, 0.59; GCF_000242875.2, s__Nitrosopumilus salaria, 95.0, 79.82, 0.61; GCF_003175215.1, s__Nitrosopumilus sp003175215, 95.0, 79.81, 0.75; GCA_000746685.1, s__Nitrosopumilus sp000746685, 95.0, 79.68, 0.42; GCA_000484975.1, s__Nitrosopumilus sp000484975, 95.0, 79.64, 0.58; GCA_002506665.1, s__Nitrosopumilus sp002506665, 95.0, 76.88, 0.2",72.19,11.0,,
CarAnox_mtb2-1003,c__Deltaproteobacteria,(UID3216),87.13,3.32,6.67,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.29,11.0,0.640801798959,
CarAnox_mtb2-1502,k__Bacteria,(UID1452),87.13,4.95,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__,Placement,taxonomic novelty determined using RED,,76.73,11.0,0.7737322253640001,
CarAnox_mtb2-613,c__Deltaproteobacteria,(UID3216),87.1,2.58,0.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.31,11.0,0.5255254501950001,
